1568,874,11:55:19
1570,895,11:55:19
1506,823,11:55:19
1527,836,11:55:19
1502,803,11:55:19
1500,846,11:55:19
1482,797,11:55:19
1522,837,11:55:19
1539,881,11:55:19
1550,877,11:55:19
1503,832,11:55:19
1489,823,11:55:19
1527,820,11:55:19
1455,770,11:55:19
1518,801,11:55:19
1447,776,11:55:19
1419,725,11:55:19
1429,735,11:55:19
1423,707,11:55:19
1420,703,11:55:19
1410,689,11:55:19
1393,690,11:55:19
1431,685,11:55:19
1361,647,11:55:19
1350,643,11:55:19
1363,658,11:55:19
1369,678,11:55:19
1371,676,11:55:19
1357,665,11:55:19
1378,692,11:55:20
1341,640,11:55:20
1348,614,11:55:20
1317,575,11:55:20
1316,611,11:55:20
1322,612,11:55:20
1292,583,11:55:20
1311,598,11:55:20
1304,580,11:55:20
1258,557,11:55:20
1268,566,11:55:20
1259,537,11:55:20
1235,506,11:55:20
1333,602,11:55:20
1279,497,11:55:20
1239,444,11:55:20
1218,426,11:55:20
1272,446,11:55:20
1241,429,11:55:20
1221,403,11:55:20
1183,391,11:55:20
1240,419,11:55:20
1174,396,11:55:20
1179,376,11:55:20
1245,424,11:55:20
1219,409,11:55:20
1132,390,11:55:20
1164,379,11:55:20
1161,392,11:55:20
1119,361,11:55:20
1122,361,11:55:21
1169,403,11:55:21
1097,351,11:55:21
1141,378,11:55:21
1114,383,11:55:21
1089,361,11:55:21
1117,366,11:55:21
1092,349,11:55:21
1081,350,11:55:21
1087,335,11:55:21
1114,349,11:55:21
1103,346,11:55:21
1072,323,11:55:21
1106,364,11:55:21
1131,367,11:55:21
1080,339,11:55:21
1096,356,11:55:21
1106,362,11:55:21
1122,355,11:55:21
1179,397,11:55:21
1153,363,11:55:21
1180,392,11:55:21
1192,392,11:55:21
1176,393,11:55:21
1188,392,11:55:21
1237,420,11:55:21
1236,413,11:55:21
1224,407,11:55:21
1215,399,11:55:21
1208,385,11:55:21
1211,396,11:55:22
1191,399,11:55:22
1202,397,11:55:22
1184,379,11:55:22
1223,401,11:55:22
1180,371,11:55:22
1171,374,11:55:22
1198,384,11:55:22
1150,363,11:55:22
1177,381,11:55:22
1132,350,11:55:22
1160,358,11:55:22
1164,361,11:55:22
1106,328,11:55:22
1156,349,11:55:22
1163,354,11:55:22
1202,371,11:55:22
1151,334,11:55:22
1198,367,11:55:22
1188,357,11:55:22
1197,366,11:55:22
1207,374,11:55:22
1185,357,11:55:22
1134,344,11:55:22
1169,357,11:55:22
1196,366,11:55:22
1153,342,11:55:22
1193,362,11:55:22
1167,356,11:55:22
1139,331,11:55:22
1177,353,11:55:23
1167,354,11:55:23
1226,411,11:55:23
1175,385,11:55:23
1398,673,11:55:23
1114,614,11:55:23
1088,545,11:55:23
1049,485,11:55:23
1036,491,11:55:23
983,421,11:55:23
976,396,11:55:23
976,405,11:55:23
1002,390,11:55:23
950,377,11:55:23
1168,478,11:55:23
1250,501,11:55:23
1201,453,11:55:23
1207,445,11:55:23
1185,431,11:55:23
1169,424,11:55:23
1198,445,11:55:23
1182,431,11:55:23
1162,404,11:55:23
1178,427,11:55:23
1259,482,11:55:23
1233,463,11:55:23
1243,492,11:55:23
1094,474,11:55:23
1060,431,11:55:23
1016,380,11:55:23
1018,370,11:55:24
979,340,11:55:24
824,419,11:55:24
714,324,11:55:24
707,312,11:55:24
702,289,11:55:24
700,291,11:55:24
706,276,11:55:24
695,273,11:55:24
695,279,11:55:24
697,265,11:55:24
703,262,11:55:24
708,275,11:55:24
703,265,11:55:24
719,276,11:55:24
722,276,11:55:24
691,287,11:55:24
694,283,11:55:24
706,276,11:55:24
714,280,11:55:24
720,277,11:55:24
700,276,11:55:24
699,268,11:55:24
715,280,11:55:24
692,253,11:55:24
705,273,11:55:24
690,255,11:55:24
702,329,11:55:24
706,358,11:55:24
726,384,11:55:24
689,516,11:55:25
662,491,11:55:25
667,421,11:55:25
665,401,11:55:25
690,413,11:55:25
660,427,11:55:25
640,402,11:55:25
660,382,11:55:25
633,374,11:55:25
637,359,11:55:25
636,359,11:55:25
635,348,11:55:25
655,352,11:55:25
652,345,11:55:25
629,331,11:55:25
634,324,11:55:25
634,332,11:55:25
626,321,11:55:25
615,321,11:55:25
629,324,11:55:25
610,320,11:55:25
623,320,11:55:25
630,313,11:55:25
644,313,11:55:25
631,321,11:55:25
624,323,11:55:25
635,339,11:55:25
642,332,11:55:25
632,325,11:55:25
619,313,11:55:25
630,323,11:55:26
627,319,11:55:26
634,325,11:55:26
632,347,11:55:26
637,372,11:55:26
693,598,11:55:26
576,1173,11:55:26
546,1088,11:55:26
530,1173,11:55:26
675,899,11:55:26
667,542,11:55:26
669,452,11:55:26
653,408,11:55:26
670,373,11:55:26
652,371,11:55:26
654,370,11:55:26
663,357,11:55:26
639,336,11:55:26
665,346,11:55:26
648,330,11:55:26
639,331,11:55:26
647,334,11:55:26
660,327,11:55:26
636,317,11:55:26
647,321,11:55:26
641,322,11:55:26
634,327,11:55:26
633,322,11:55:26
652,321,11:55:26
659,316,11:55:26
637,322,11:55:27
644,309,11:55:27
662,311,11:55:27
653,301,11:55:27
671,314,11:55:27
657,302,11:55:27
654,289,11:55:27
664,285,11:55:27
661,287,11:55:27
671,304,11:55:27
667,299,11:55:27
683,281,11:55:27
667,265,11:55:27
661,274,11:55:27
666,266,11:55:27
661,261,11:55:27
684,268,11:55:27
672,267,11:55:27
668,261,11:55:27
678,271,11:55:27
676,251,11:55:27
